MSOAcode,Population,Population70AndOver
E06000019,192107,33646
E02002905,6501,1314
E02002906,6150,1195
E02002907,6256,999
E02002908,8741,1887
E02002909,10754,2050
E02002910,8108,1732
E02002911,9497,1797
E02002912,7531,1176
E02002913,5775,1337
E02002914,9345,1404
E02002915,7671,1477
E02002916,10180,1091
E02002917,7281,989
E02002918,5943,1166
E02002919,9844,1133
E02002920,6838,1023
E02002921,8168,678
E02002922,6733,1259
E02002923,10102,2179
E02002924,6176,1267
E02002925,11330,1802
E02002926,11351,2283
E02002927,11832,2408
E06000051,320274,56538
E02006015,10324,1727
E02006016,8116,1529
E02006023,10082,1587
E02006017,8120,1426
E02006018,12211,2060
E02006024,10117,1416
E02006025,9769,1783
E02006019,6313,1199
E02006020,7747,895
E02006021,8501,1265
E02006026,7143,1165
E02006027,5399,1117
E02006022,6153,926
E02006028,9307,1722
E02006029,8110,1052
E02006030,8090,891
E02006031,8305,1039
E02006032,9004,1167
E02006033,8621,1574
E02006034,9893,1429
E02006035,5613,1417
E02006036,6432,1054
E02006037,10228,1593
E02006038,8017,1471
E02006008,8955,1444
E02006039,8095,1527
E02006009,7074,1324
E02006040,7920,1393
E02006010,11720,2067
E02006041,5902,1131
E02006011,6081,1343
E02006042,6013,1715
E02006012,6361,1343
E02006013,7790,1712
E02006014,9546,1904
E02006043,6814,1329
E02006044,6397,1414
E02006045,10955,2580
E02006046,9036,1808
E06000021,255833,30817
E02002951,7721,1189
E02002952,7437,854
E02002953,7378,1181
E02002954,8190,1107
E02002955,7698,643
E02002956,9209,993
E02002957,9542,1701
E02002958,8319,1056
E02002959,9438,845
E02002960,5745,732
E02002961,6917,592
E02002962,7205,927
E02002963,7302,702
E02002964,8555,1557
E02002965,8255,423
E02002966,10049,653
E02002967,10195,881
E02002968,9100,976
E02002969,9343,849
E02002970,8094,852
E02002971,4996,485
E02002972,6323,783
E02002973,8354,786
E02002974,5922,1160
E02002975,7125,933
E02002976,5976,825
E02002977,5747,1269
E02002978,6846,724
E02002979,5974,555
E02002980,6033,1341
E02002981,8479,765
E02002982,7821,698
E02002983,5157,832
E02002984,5388,948
E06000020,177799,21044
E02002928,5937,889
E02002929,6300,1059
E02002930,6290,1074
E02002931,6795,963
E02002932,9125,879
E02002933,7910,1245
E02002934,6015,624
E02002935,6518,1034
E02002936,10240,702
E02002937,10043,1580
E02002938,7191,721
E02002939,6839,1166
E02002940,5955,823
E02002941,10569,1395
E02002942,7023,649
E02002943,14030,885
E02002944,7961,778
E02002945,9568,814
E02002946,7690,912
E02002947,7187,697
E02002948,7491,492
E02002949,5359,856
E02002950,5763,807
E07000192,100109,13581
E02006118,7560,1410
E02006119,8319,1092
E02006120,9315,1331
E02006121,5730,648
E02006122,7486,891
E02006123,6412,690
E02006124,7688,907
E02006125,7347,1015
E02006126,8277,1125
E02006127,7626,498
E02006128,8540,1750
E02006129,8359,1089
E02006130,7450,1135
E07000193,118574,16410
E02006131,7741,1356
E02006132,6343,887
E02006133,6940,1004
E02006134,9364,1804
E02006135,7479,1343
E02006136,8796,1699
E02006137,9084,1178
E02006138,7300,466
E02006139,8347,652
E02006140,8622,1228
E02006141,11987,809
E02006142,5117,810
E02006143,7580,971
E02006144,7902,1106
E02006145,5972,1097
E07000194,103965,18340
E02006146,8526,1340
E02006147,7921,1283
E02006148,7026,1408
E02006149,11194,1698
E02006150,11409,2290
E02006151,9123,1432
E02006152,10474,1725
E02006153,7572,1237
E02006154,9757,2326
E02006155,5816,722
E02006156,7813,1812
E02006157,7334,1067
E07000195,129490,19132
E02006158,8087,1289
E02006159,5855,878
E02006160,8598,1322
E02006161,6883,1064
E02006162,8644,1341
E02006163,8298,1132
E02006164,7850,873
E02006165,7966,1066
E02006166,7175,1155
E02006167,10196,1118
E02006168,9391,1254
E02006169,9719,736
E02006170,5308,989
E02006171,9119,1574
E02006172,9437,1912
E02006173,6964,1429
E07000196,112126,19960
E02006174,10404,1984
E02006175,7298,855
E02006176,7631,1541
E02006177,9882,1767
E02006178,7872,1308
E02006179,9238,1247
E02006180,6926,1188
E02006181,5766,1045
E02006182,6865,1496
E02006183,7565,1175
E02006184,5288,609
E02006185,7296,1443
E02006186,12836,2606
E02006187,7259,1696
E07000197,135880,21986
E02006188,6026,1296
E02006189,7359,1514
E02006190,10530,1726
E02006191,8018,1422
E02006192,8769,1489
E02006193,6730,1249
E02006194,8372,1215
E02006195,8740,1687
E02006196,7607,648
E02006197,9614,941
E02006198,9104,1188
E02006199,8015,1489
E02006200,7924,953
E02006201,12084,2413
E02006202,9077,1737
E02006203,7911,1019
E07000198,98397,17640
E02006204,7705,1215
E02006205,7438,1552
E02006206,8514,901
E02006207,6249,1468
E02006208,8248,1080
E02006209,10953,2011
E02006210,5497,1033
E02006211,6523,1472
E02006212,7834,1654
E02006213,6551,1090
E02006214,6196,1108
E02006215,7959,1525
E02006216,8730,1531
E07000199,76678,9995
E02006217,8981,1848
E02006218,8338,1425
E02006219,7544,848
E02006220,7366,1275
E02006221,6100,583
E02006222,6963,862
E02006223,7044,580
E02006224,7473,613
E02006225,7231,1070
E02006226,9638,891
E07000218,64850,10131
E02006468,10794,1760
E02006469,9154,1193
E02006470,11968,1846
E02006471,6963,1202
E02006472,9415,1371
E02006473,10222,1696
E02006474,6334,1063
E07000219,128902,17599
E02006475,7985,1389
E02006476,8742,814
E02006477,7331,1164
E02006478,7817,694
E02006479,9157,881
E02006480,7553,870
E02006481,6944,845
E02006482,7126,838
E02006483,8123,1023
E02006484,7598,1032
E02006485,6443,1261
E02006486,6871,1001
E02006487,6845,1180
E02006488,6090,1600
E02006489,8115,801
E02006490,7647,1045
E02006806,8515,1161
E07000220,107194,15089
E02006492,12592,1698
E02006493,10278,704
E02006494,7575,870
E02006495,7643,1426
E02006496,7092,499
E02006497,8357,669
E02006498,13242,1273
E02006499,5883,910
E02006500,5931,1046
E02006501,9846,1693
E02006502,10694,2517
E02006503,8061,1784
E07000221,127580,24105
E02006504,5743,1177
E02006505,6700,1743
E02006506,5859,1063
E02006507,9505,1535
E02006508,10080,1798
E02006509,6054,1328
E02006510,6908,1460
E02006511,9684,1806
E02006512,12155,1892
E02006513,8193,1516
E02006514,9230,2005
E02006515,10184,1787
E02006516,9302,1544
E02006517,8498,1374
E02006518,9485,2077
E07000222,142484,19605
E02006519,7458,1596
E02006520,8091,1382
E02006521,7154,1565
E02006522,5272,949
E02006523,12615,1838
E02006524,5502,765
E02006525,13685,1953
E02006526,8329,1233
E02006527,9481,1264
E02006528,11181,994
E02006529,12541,1401
E02006530,11074,1482
E02006531,10971,681
E02006532,9298,1260
E02006533,9832,1242
E08000025,1141374,106804
E02001827,6224,1156
E02001828,6981,1452
E02001829,8871,1439
E02001830,9437,1965
E02001831,10290,1292
E02001832,7902,1254
E02001833,5787,832
E02001834,6105,627
E02001835,8174,1232
E02001836,9414,1443
E02001837,10424,881
E02001838,7322,1174
E02001839,6488,922
E02001840,9389,912
E02001841,5685,1177
E02001842,7467,925
E02001843,6677,900
E02001844,9816,1769
E02001845,6546,619
E02001846,8146,776
E02001847,5460,938
E02001848,7093,627
E02001849,8075,623
E02001850,8197,898
E02001851,8991,1084
E02001852,7183,698
E02001854,7862,963
E02001855,9812,1192
E02001856,9789,609
E02001857,14289,995
E02001858,9229,660
E02001859,11058,641
E02001860,9428,612
E02001861,10990,651
E02001862,10884,739
E02001863,8194,498
E02001864,5572,422
E02001865,11693,742
E02001866,9163,509
E02001867,7726,441
E02001868,9442,811
E02001869,6683,384
E02001870,12638,828
E02001871,8259,982
E02001872,7465,828
E02001873,11956,648
E02001874,10125,509
E02001875,9519,471
E02001876,14702,350
E02001877,11856,610
E02001878,9267,478
E02001879,10850,666
E02001880,9837,636
E02001881,10424,556
E02001882,8652,942
E02001883,8337,810
E02001884,10184,370
E02001886,10324,723
E02001888,6642,685
E02001889,8926,503
E02001890,11272,996
E02001892,10759,672
E02001893,8432,1103
E02001895,8973,983
E02001896,9703,559
E02001897,8195,538
E02001898,6313,943
E02001899,8333,1457
E02001900,7430,726
E02001901,8376,789
E02001902,6135,672
E02001903,7576,393
E02001904,7817,546
E02001905,12216,756
E02001906,9168,1133
E02001907,10087,1454
E02001908,9038,474
E02001909,8255,468
E02001910,7239,501
E02001911,8525,768
E02001913,8501,820
E02001914,7023,581
E02001915,12324,1216
E02001916,9477,683
E02001918,8862,827
E02001919,6741,709
E02001920,7613,845
E02001921,8037,853
E02001922,17123,236
E02001923,11032,1005
E02001924,6543,653
E02001925,6806,921
E02001926,7774,793
E02001927,7955,878
E02001928,6837,848
E02001929,10091,723
E02001930,7972,647
E02001931,8187,1059
E02001932,7587,691
E02001933,7424,791
E02001934,7008,831
E02001935,7968,1202
E02001936,6479,917
E02001937,8178,848
E02001938,7970,722
E02001939,6097,1146
E02001941,6137,750
E02001942,6795,834
E02001943,6427,704
E02001944,8159,853
E02001945,7672,621
E02001946,7593,1081
E02001947,6231,725
E02001948,7436,923
E02001949,6171,663
E02001950,8458,1103
E02001951,8806,793
E02001952,9336,876
E02001953,6961,1190
E02001954,7504,808
E02001955,7229,890
E02001956,6807,706
E02001957,7834,1065
E02006807,7949,983
E02006809,10227,1051
E02006895,9587,346
E02006896,7085,214
E02006897,8361,237
E02006898,7768,244
E02006899,8115,117
E02006900,15672,823
E02006901,15682,749
E08000026,366785,36499
E02001958,7989,811
E02001959,6767,902
E02001961,8378,707
E02001962,7136,449
E02001963,6288,828
E02001964,10041,759
E02001965,8296,1066
E02001966,7716,428
E02001967,6809,1331
E02001968,8253,562
E02001969,7169,783
E02001970,5919,1103
E02001971,6133,751
E02001972,11870,499
E02001973,9287,717
E02001974,9828,1292
E02001975,8403,777
E02001976,7936,1012
E02001977,11684,699
E02001978,7134,644
E02001979,5905,1061
E02001980,5956,1367
E02001981,15143,452
E02001982,8977,1140
E02001983,8074,984
E02001984,10734,941
E02001985,12672,313
E02001986,8778,982
E02001987,7127,513
E02001988,15475,504
E02001989,6580,641
E02001990,9295,1397
E02001991,9032,1321
E02001992,10602,1031
E02001993,8348,848
E02001994,9027,1073
E02001995,10402,895
E02001996,7294,662
E02001997,8818,1607
E02001998,5902,1000
E02001999,10187,921
E02006805,9421,726
E08000027,320626,47865
E02002000,7919,1032
E02002001,6022,883
E02002002,6950,1815
E02002003,9116,1563
E02002004,7530,950
E02002005,9316,914
E02002006,6494,807
E02002007,9114,1922
E02002008,8420,834
E02002009,6950,564
E02002010,7955,849
E02002011,5636,1113
E02002012,8261,1168
E02002013,6482,1493
E02002014,7723,712
E02002015,6473,946
E02002016,7947,842
E02002017,8719,1127
E02002018,8867,1875
E02002019,7946,948
E02002020,9739,1825
E02002021,7794,719
E02002022,8791,850
E02002023,5352,956
E02002024,8655,1199
E02002025,8116,1018
E02002026,6747,996
E02002027,5448,551
E02002028,5879,1241
E02002029,5949,1168
E02002030,6582,883
E02002031,6101,651
E02002032,10204,1196
E02002033,8002,1235
E02002034,8045,1106
E02002035,6207,1157
E02002036,6607,786
E02002037,6002,958
E02002038,9603,1512
E02002039,6518,1177
E02002040,6092,1324
E02002041,6149,1427
E02002042,8204,1573
E08000028,327378,35742
E02002043,8827,909
E02002044,7718,648
E02002045,7793,952
E02002046,5667,436
E02002047,6784,1131
E02002048,6494,1119
E02002049,6162,727
E02002051,5650,511
E02002052,11552,1249
E02002053,6967,972
E02002054,5682,899
E02002055,9890,1028
E02002056,9355,901
E02002057,9849,1075
E02002058,12503,904
E02002059,11114,1216
E02002060,6814,676
E02002061,6178,739
E02002062,8718,884
E02002063,10211,827
E02002064,12448,1309
E02002065,13149,955
E02002066,8033,680
E02002067,5500,928
E02002068,14062,693
E02002069,6926,919
E02002070,9758,992
E02002071,6693,802
E02002072,8620,972
E02002073,7828,877
E02002074,8148,994
E02002075,8857,1159
E02002076,11195,868
E02002077,10402,1295
E02002078,6200,968
E02002079,8387,1140
E02002080,6838,866
E02006810,10406,1522
E08000029,214909,33561
E02002081,5437,940
E02002082,5849,600
E02002083,5896,1046
E02002084,6528,757
E02002085,6538,721
E02002086,5939,685
E02002087,6142,679
E02002088,9614,1064
E02002089,7786,1194
E02002090,5857,723
E02002091,7449,1372
E02002092,7308,1169
E02002093,6881,1097
E02002094,6219,1189
E02002095,9060,1325
E02002096,10348,2066
E02002097,7237,1232
E02002098,9741,1564
E02002099,6852,1351
E02002101,6209,1119
E02002102,8955,1432
E02002103,6202,1223
E02002104,6077,824
E02002105,8278,1495
E02002106,9740,2124
E02002107,5728,850
E02002108,9959,1761
E02002109,10605,1178
E02006808,6475,781
E08000030,283378,36616
E02002110,7133,819
E02002111,6200,987
E02002112,5359,925
E02002113,6438,885
E02002114,5993,1336
E02002115,6803,1132
E02002116,6666,1298
E02002117,6508,876
E02002118,7464,1029
E02002119,5910,945
E02002120,6128,705
E02002121,6728,857
E02002122,6480,470
E02002123,6534,999
E02002124,7132,1535
E02002125,6092,857
E02002126,6842,633
E02002127,9743,738
E02002128,5468,974
E02002129,5906,950
E02002130,7132,656
E02002131,7840,1573
E02002132,6651,787
E02002133,6849,888
E02002134,8953,841
E02002135,8186,561
E02002136,8065,687
E02002137,6131,1400
E02002138,6546,771
E02002139,10859,755
E02002140,8707,793
E02002141,6582,1253
E02002142,7309,572
E02002143,10664,719
E02002144,6732,1292
E02002145,7852,633
E02002146,6734,650
E02002147,8683,893
E02002148,11376,1942
E08000031,262008,31696
E02002149,9852,1573
E02002150,5661,636
E02002151,5842,522
E02002152,6292,634
E02002153,7312,1294
E02002154,6210,572
E02002155,6254,448
E02002156,8139,1041
E02002157,7673,1151
E02002158,7272,1341
E02002159,6376,421
E02002160,7452,963
E02002161,7124,437
E02002162,7721,1895
E02002163,12807,917
E02002164,7997,360
E02002165,8085,692
E02002166,9575,1162
E02002167,6533,1206
E02002168,12107,745
E02002169,8697,1683
E02002170,6264,804
E02002171,7458,1029
E02002174,7708,1136
E02002175,7521,821
E02002176,7472,1046
E02002177,10518,888
E02002178,8264,1344
E02002179,6288,993
E02002180,6493,1096
E02002181,8149,805
E02002182,6426,786
E02006894,14466,1255
E07000234,98662,16346
E02006696,6935,1329
E02006697,7440,1477
E02006698,6552,1109
E02006699,6048,1242
E02006700,6119,1413
E02006701,6825,1105
E02006702,6109,871
E02006703,7422,1182
E02006704,7057,1263
E02006705,7202,1034
E02006706,7385,1395
E02006707,6926,998
E02006708,8445,837
E02006709,8197,1091
E07000235,78113,16094
E02006710,8214,1843
E02006711,8288,1681
E02006712,7158,1504
E02006713,6427,1418
E02006714,5535,1303
E02006715,8742,1226
E02006716,6430,916
E02006717,6213,1340
E02006718,6170,1482
E02006719,7865,1793
E02006720,7071,1588
E07000236,84989,10369
E02006721,6057,968
E02006722,5391,378
E02006723,8709,866
E02006724,7190,544
E02006725,5591,547
E02006726,6453,705
E02006727,6022,945
E02006728,7019,1161
E02006729,7090,858
E02006730,6683,521
E02006731,5641,853
E02006732,7027,1002
E02006733,6116,1021
E07000237,101891,12417
E02006734,8054,1541
E02006735,5417,552
E02006736,6419,480
E02006737,8179,1030
E02006738,8995,845
E02006739,6018,988
E02006740,7691,706
E02006741,6004,583
E02006742,9004,1061
E02006743,6585,648
E02006744,7514,650
E02006745,8316,1461
E02006746,8222,1180
E02006747,5473,692
E07000238,127340,22822
E02006748,7689,1343
E02006749,5299,650
E02006750,5501,1265
E02006751,5901,1146
E02006752,7234,1207
E02006753,6667,1204
E02006754,5687,1068
E02006755,5628,1257
E02006756,6274,848
E02006757,7019,1576
E02006758,5861,937
E02006759,7940,1822
E02006760,9076,1642
E02006761,6528,800
E02006762,6527,1064
E02006763,8582,1084
E02006764,6110,676
E02006765,6051,1558
E02006766,7766,1675
E07000239,101062,18036
E02006767,9051,1885
E02006768,6897,1336
E02006769,7012,1131
E02006770,8529,801
E02006771,6773,1421
E02006772,6519,1324
E02006773,8455,1649
E02006774,7600,971
E02006775,6021,704
E02006776,6445,1001
E02006777,7053,1735
E02006778,6994,1392
E02006779,7855,1410
E02006780,5858,1276
E06000055,171623,21860
E02003616,5545,1010
E02003617,8802,1608
E02003618,8740,1362
E02003619,11680,1649
E02003620,8020,1552
E02003621,7786,1703
E02003622,9100,1123
E02003623,10346,1414
E02003624,5804,924
E02003625,8702,1186
E02003626,5377,586
E02003627,10302,1001
E02003628,9312,555
E02003629,10188,1004
E02003630,10949,666
E02003631,5531,683
E02003632,6003,702
E02003633,9687,968
E02003634,12725,1244
E02003635,7024,920
E06000056,283606,36099
E02003599,5941,560
E02003600,6675,874
E02003601,7573,1054
E02003602,6082,1101
E02003603,10785,1213
E02003604,10198,1083
E02003605,9366,1165
E02003606,7978,1315
E02003607,10129,1207
E02003608,11840,1466
E02003609,11488,1180
E02003610,8359,1153
E02003611,9385,1277
E02003612,12150,1285
E02003613,5915,813
E02003614,7704,788
E02003615,10055,1360
E02003636,7416,1060
E02003637,10152,1570
E02003638,7738,1160
E02003639,9562,1186
E02003640,6133,1003
E02003641,5546,752
E02003643,13071,1067
E02003642,9489,602
E02003644,9797,977
E02003645,7009,1058
E02003646,10215,1137
E02003647,9930,1329
E02003648,5668,618
E02003649,6917,1177
E02003650,6935,1370
E02003651,6405,1139
E06000032,214109,19145
E02003258,8314,1270
E02003259,6188,762
E02003260,8497,656
E02003261,6043,1186
E02003262,10082,1192
E02003263,12101,1474
E02003264,9365,1057
E02003265,7932,1188
E02003266,9261,877
E02003267,13813,801
E02003268,11770,876
E02003269,10401,1226
E02003270,8191,1126
E02003271,9829,757
E02003272,10369,565
E02003273,10912,936
E02003274,11331,564
E02003275,15525,668
E02003276,9206,449
E02003277,11086,833
E02003278,13893,682
E06000031,201041,20936
E02003237,5896,1090
E02003238,5673,498
E02003239,7394,1279
E02003240,6898,741
E02003241,6496,904
E02003242,7999,1546
E02003243,10564,809
E02003244,9286,1134
E02003245,7895,573
E02003246,10055,580
E02003247,8364,888
E02003248,11281,856
E02003249,12048,1067
E02003250,12327,788
E02003251,7284,1452
E02003252,12450,787
E02003253,9737,928
E02003254,8630,1481
E02003255,11439,1447
E02003257,8934,734
E02006877,9484,922
E02006878,10907,432
E06000033,182463,25816
E02003279,9500,1971
E02003280,10333,1724
E02003281,9661,2208
E02003282,10626,1708
E02003283,11055,1576
E02003284,11451,1165
E02003285,11211,686
E02003286,9434,1473
E02003287,10099,1863
E02003288,12389,1103
E02003289,10474,1253
E02003290,10498,1589
E02003291,12000,1571
E02003292,12252,935
E02003293,11739,1370
E02003294,9309,2062
E02003295,10432,1559
E06000034,172525,16583
E02003296,6973,1172
E02003297,7154,1211
E02003298,6816,1166
E02003299,6090,921
E02003300,8429,967
E02003301,11403,998
E02003302,10652,769
E02003303,9001,789
E02003304,9718,1368
E02003305,6629,1009
E02003307,10274,1397
E02003308,7167,608
E02003309,7579,1003
E02003310,15040,500
E02003311,9075,735
E02003312,9728,354
E02003313,14415,1033
E02006859,8031,202
E02006926,8351,381
E07000008,125758,11677
E02003719,8428,914
E02003720,8675,981
E02003721,9019,1032
E02003722,8042,973
E02003723,9669,659
E02003724,9149,737
E02003725,15441,1083
E02003726,8512,496
E02003727,8482,561
E02003728,9200,887
E02003729,8176,1082
E02003730,13747,1124
E02003731,9218,1148
E07000009,89362,12907
E02003732,9738,1229
E02003733,8541,1284
E02003734,12421,1680
E02003735,9203,1299
E02003736,10222,1583
E02003737,13538,1524
E02003738,6320,937
E02003739,6438,1088
E02003740,6322,1151
E02006825,6619,1132
E07000010,101491,16737
E02003742,6669,1385
E02003743,11309,1412
E02003744,14181,2088
E02003745,10311,1727
E02003746,7757,1149
E02003747,11744,2058
E02003748,7829,1449
E02003749,6035,934
E02003750,7501,1637
E02003751,6876,1208
E02003752,11279,1690
E07000011,177352,25234
E02003753,11337,1449
E02003754,5695,873
E02003755,8110,1213
E02003756,6878,1035
E02003757,6553,1109
E02003758,9590,1272
E02003759,5965,934
E02003760,9311,662
E02003761,5873,1059
E02003762,9048,1435
E02003763,9845,1177
E02003764,10478,879
E02003765,7238,1324
E02003766,7065,908
E02003767,6418,1011
E02003768,9709,1941
E02003769,7559,1335
E02003770,10591,1171
E02003771,6544,1071
E02003772,6860,1190
E02003773,10896,1238
E02003774,5789,948
E07000012,157519,22252
E02003775,6943,963
E02003776,6634,1081
E02003777,7893,882
E02003778,6113,804
E02003779,5025,684
E02003780,12020,1497
E02003781,6366,750
E02003783,7464,1285
E02003784,8593,1299
E02003785,9036,1284
E02003786,6516,1247
E02003787,7314,1279
E02003788,7147,1219
E02003789,7281,1238
E02003790,9493,1625
E02003791,7999,1157
E02003792,9639,1602
E02003793,6970,1030
E02006873,9393,360
E02006874,9680,966
E07000066,185862,23246
E02004424,7147,1104
E02004425,7302,1006
E02004426,8146,1283
E02004427,7831,1542
E02004428,6922,1195
E02004429,7453,1621
E02004430,8220,1027
E02004431,9744,952
E02004432,6840,1092
E02004433,9051,1093
E02004434,8744,913
E02004435,9224,891
E02004436,8332,743
E02004437,9180,1149
E02004438,9622,1196
E02004439,10013,662
E02004440,8384,951
E02004441,7676,968
E02004442,8692,729
E02004443,9615,1131
E02004444,9200,1054
E02004445,8524,944
E07000067,151561,21922
E02004446,6863,1050
E02004447,5887,1083
E02004448,7067,1139
E02004449,8621,1215
E02004450,6292,1097
E02004451,8714,1651
E02004452,9350,1576
E02004453,7190,959
E02004454,9348,1200
E02004455,7766,1061
E02004456,9961,1047
E02004457,10423,1322
E02004458,9662,1244
E02004459,10444,1761
E02004460,8973,1192
E02004461,5926,533
E02004462,11013,1492
E02004463,8061,1300
E07000068,76550,11757
E02004464,10094,1849
E02004465,6197,1246
E02004466,8206,1142
E02004467,8318,1056
E02004468,10612,1972
E02004469,6899,1108
E02004470,11716,1310
E02004471,8398,1118
E02004472,6110,956
E07000069,90070,16831
E02004473,7926,1430
E02004474,7688,1583
E02004475,6796,1193
E02004476,8079,1474
E02004477,5984,1447
E02004478,6527,1234
E02004479,8381,1559
E02004480,7186,856
E02004481,6741,1867
E02004482,8432,1050
E02004483,8282,1618
E02004484,8048,1520
E07000070,177079,24916
E02004485,7914,1067
E02004486,8767,1487
E02004487,7555,997
E02004488,8990,1195
E02004489,9309,1015
E02004490,8199,875
E02004491,7736,1006
E02004492,9376,735
E02004493,10532,1035
E02004494,12124,1068
E02004495,8544,1759
E02004496,8052,1130
E02004497,7873,1657
E02004498,10081,1392
E02004499,6821,1004
E02004500,9215,1685
E02004501,7155,1273
E02004502,6976,1327
E02004503,8086,1121
E02004504,8051,844
E02004505,5723,1244
E07000071,192523,23931
E02004506,7221,1206
E02004507,10062,709
E02004508,6513,1146
E02004509,14079,915
E02004512,11530,1340
E02004513,13351,850
E02004514,5726,1011
E02004515,8226,1226
E02004516,13758,626
E02004517,8981,1470
E02004518,7858,693
E02004519,7387,1509
E02004520,9513,598
E02004521,9026,1004
E02004522,11676,1353
E02004523,10282,967
E02004524,8475,1361
E02004525,7545,1573
E02004526,7340,1975
E02006922,13974,2399
E07000072,131137,19060
E02004527,8872,1326
E02004528,8286,1529
E02004529,6826,1084
E02004530,6510,1199
E02004531,7017,1135
E02004532,6348,1030
E02004533,7437,1161
E02004534,9053,1007
E02004535,5919,990
E02004536,6268,1158
E02004537,9108,874
E02004538,9793,1317
E02004539,8071,919
E02004540,6018,775
E02004541,11740,1678
E02004542,6607,994
E02004543,7264,884
E07000073,86594,9654
E02004544,8565,1086
E02004545,7746,866
E02004546,7886,865
E02004547,9159,837
E02004548,8815,683
E02004549,7856,882
E02004550,8370,1041
E02004551,7424,958
E02004552,6428,837
E02004553,7046,824
E02004554,7299,775
E07000074,64425,11541
E02004555,6404,1146
E02004556,7426,1566
E02004557,8430,1219
E02004558,6905,1441
E02004559,7687,1390
E02004560,9084,1436
E02004561,10602,1790
E02004562,7887,1553
E07000075,86981,14814
E02004563,6548,1547
E02004564,8250,1397
E02004565,15916,2823
E02004566,6013,813
E02004567,8264,1534
E02004568,9240,1046
E02004569,7747,1216
E02004570,8912,1665
E02004571,8167,1577
E02004572,7924,1196
E07000076,145803,32126
E02004573,6654,942
E02004574,7763,1238
E02004575,11538,2053
E02004576,9079,1887
E02004577,5599,893
E02004578,7315,2249
E02004579,7137,1607
E02004580,12068,3697
E02004581,7781,1665
E02004582,6912,1990
E02004583,8797,1865
E02004584,6682,2447
E02004585,8697,1602
E02004586,8367,1909
E02004587,8198,1281
E02004588,7146,1142
E02004589,7683,1494
E02004590,8387,2165
E07000077,89179,12601
E02004591,7158,1075
E02004592,13637,2156
E02004593,8463,1310
E02004594,8509,1248
E02004595,13872,1847
E02004596,10454,1107
E02004597,8098,1114
E02004598,11161,1609
E02004599,7827,1135
E07000095,96876,12937
E02004843,6998,1177
E02004844,7282,795
E02004845,7886,1219
E02004846,6268,1110
E02004847,10599,1083
E02004848,7695,936
E02004849,6750,940
E02004850,7479,1017
E02004851,5873,798
E02004852,7777,1102
E02004853,6577,940
E02004854,7673,1094
E02004855,8019,726
E07000096,154280,19103
E02004856,5705,712
E02004857,5956,880
E02004858,5199,679
E02004859,5242,863
E02004860,5993,326
E02004861,5498,1136
E02004862,7963,748
E02004863,7931,865
E02004864,6581,995
E02004865,5706,650
E02004866,6801,829
E02004867,6623,898
E02004868,6864,910
E02004869,5708,710
E02004870,11363,1108
E02004871,5245,600
E02004872,7315,1136
E02004873,11527,1183
E02004874,6190,629
E02004875,10149,975
E02004876,9383,1423
E02004877,5338,848
E07000242,148105,19303
E02004878,8053,1230
E02004879,8140,1265
E02004880,9315,1162
E02004881,6508,967
E02004882,8887,987
E02004883,6113,913
E02004884,10817,1036
E02004885,8637,926
E02004886,6338,961
E02004887,7632,1132
E02004888,9117,1420
E02004889,11468,1583
E02004890,8502,1088
E02004891,8049,1204
E02004892,5595,646
E02004893,5935,403
E02004894,9516,1133
E02004895,9483,1247
E07000098,104205,14005
E02004896,8314,1816
E02004897,6751,993
E02004898,7643,1083
E02004899,5457,706
E02004900,8158,1314
E02004901,8939,949
E02004902,8408,734
E02004903,7519,750
E02004904,6351,501
E02004905,6594,886
E02004906,10276,896
E02004907,10015,1440
E02004908,9780,1937
E07000099,133214,18578
E02004909,5806,662
E02004910,11143,1740
E02004911,6651,1028
E02004912,10576,1419
E02004913,15369,1785
E02004914,8233,959
E02004915,5660,698
E02004916,7493,1396
E02004917,6436,1165
E02004918,8479,733
E02004919,7811,927
E02004920,11577,1808
E02004921,7878,1123
E02004922,9904,1565
E02004923,10198,1570
E07000240,147373,18463
E02004924,7862,904
E02004925,7965,906
E02004926,8076,1249
E02004927,6568,1067
E02004928,6652,1053
E02004929,6385,1096
E02004930,6812,898
E02004931,6757,917
E02004932,7762,694
E02004933,7027,750
E02004934,8053,605
E02004935,8846,579
E02004936,6449,549
E02004937,7291,1433
E02004938,6332,626
E02004939,6889,884
E02004940,7604,746
E02004941,9834,952
E02004942,6413,1083
E02004943,7796,1472
E07000243,87754,9769
E02004944,7594,570
E02004945,12287,1421
E02004946,6291,738
E02004947,6174,711
E02004948,6005,701
E02004949,8802,1284
E02004950,6930,747
E02004951,7679,789
E02004952,6707,707
E02004953,6421,640
E02004954,6882,754
E02004955,5982,707
E07000102,93045,12496
E02004956,8914,1339
E02004957,10363,930
E02004958,7912,1225
E02004959,6155,1187
E02004960,5832,894
E02004961,9765,1237
E02004962,8950,1163
E02004963,7413,738
E02004964,5601,673
E02004965,6893,1261
E02004966,7471,1236
E02004967,7776,613
E07000103,96767,9184
E02004968,7379,787
E02004969,7091,845
E02004970,8284,984
E02004971,7989,686
E02004972,5916,729
E02004973,7928,401
E02004974,8815,1202
E02004975,8077,980
E02004976,10356,620
E02004977,8854,525
E02004978,9231,618
E02004979,6847,807
E07000241,122746,14048
E02004980,6255,1270
E02004981,7915,1079
E02004982,6112,891
E02004983,6139,795
