LSOACode,MY2018AllPopulation
E01024129,2147
E01024130,2982
E01024104,2251
E01024121,1854
E01024122,1452
E01024124,1757
E01024126,1596
E01032807,1571
E01032808,2183
E07000107,109709
E01024148,3032
E01024149,5365
E01024154,1282
E01024155,2197
E01024140,3480
E01024141,2297
E01024143,2708
E01024179,3298
E01024180,2154
E01024181,1351
E01024182,1920
E01024183,1361
E01024184,2119
E01024185,2183
E01024142,3511
E01024176,1836
E01024177,1540
E01024178,1626
E01024156,1758
E01024161,2072
E01024162,2277
E01024163,1848
E01024164,2131
E01024169,2217
E01024170,1642
E01024171,1522
E01024172,2076
E01024144,1517
E01024145,1532
E01024146,1412
E01024147,1723
E01024186,1320
E01024133,1399
E01024136,1546
E01024137,1636
E01024138,1994
E01024139,1806
E01024165,1596
E01024166,1714
E01024167,2008
E01024168,1244
E01024150,1543
E01024151,1447
E01024152,2817
E01024153,1361
E01024173,1802
E01024187,1139
E01024188,1381
E01024189,1519
E01024132,1279
E01024134,1618
E01024135,1515
E01024174,1105
E01024175,1257
E01024157,1750
E01024158,1963
E01024159,1565
E01024160,1398
E07000108,116969
E01024206,1934
E01024207,1780
E01024208,1634
E01024209,1855
E01024202,1872
E01024242,1842
E01024243,1714
E01024244,1785
E01024245,1895
E01024219,1272
E01024220,1610
E01024221,1562
E01024227,1479
E01024229,1537
E01024228,1438
E01024230,1387
E01024231,1414
E01024252,2362
E01024201,1563
E01024217,2916
E01024223,1585
E01024225,1648
E01024226,1569
E01024190,1519
E01024191,2354
E01024192,1825
E01024204,1640
E01024218,1306
E01024222,1684
E01024224,1522
E01024250,1627
E01024251,1598
E01024200,1774
E01024203,1629
E01024205,1636
E01024255,1727
E01024232,2042
E01024236,1728
E01024237,1523
E01024253,1752
E01024233,1618
E01024235,1652
E01024254,2382
E01024256,1569
E01033210,2523
E01024193,1689
E01024194,1577
E01024195,1480
E01024196,1605
E01024197,1567
E01024240,1749
E01024241,2307
E01024248,2199
E01024238,1427
E01024239,1938
E01024247,2261
E01033209,1121
E01033211,1362
E01024214,1745
E01024215,1909
E01024216,1507
E01024246,2180
E01024249,2260
E01024198,2408
E01024212,1532
E01024213,1416
E01024234,1447
E07000109,106385
E01024276,2673
E01024277,2176
E01024278,2334
E01024279,1687
E01024257,2181
E01024290,1672
E01024291,1963
E01024295,2118
E01032799,1542
E01032800,1272
E01024258,1674
E01024261,2176
E01024293,1737
E01024294,2612
E01024296,3178
E01024262,1791
E01024263,1561
E01024282,1742
E01024283,1352
E01024284,1602
E01024259,1455
E01024260,1867
E01024292,1660
E01024313,1566
E01024317,1659
E01024318,1483
E01024280,2333
E01024281,1404
E01024285,1374
E01024287,1411
E01024288,1325
E01024308,1512
E01024310,1525
E01024311,1327
E01024314,1283
E01024315,1671
E01024297,1476
E01024298,1470
E01024299,1376
E01024309,1388
E01024312,1282
E01024264,1595
E01024286,1496
E01024316,2204
E01024319,1612
E01024265,1197
E01024266,1162
E01024267,1509
E01024300,1506
E01024301,1290
E01024303,1480
E01024304,1654
E01024305,1831
E01024306,1879
E01024307,1506
E01024268,1572
E01024269,1763
E01024270,1436
E01024271,1429
E01024272,1508
E01024273,1566
E01024274,1482
E01024275,1342
E01024302,1476
E07000110,169955
E01024333,1355
E01024334,1018
E01024335,1635
E01024338,1373
E01024347,1774
E01024353,2047
E01024354,1419
E01024355,2130
E01024385,1683
E01024386,1911
E01024320,1229
E01024321,1681
E01024322,1203
E01024323,1637
E01024324,1534
E01024341,1868
E01024352,1898
E01024382,2218
E01024383,2378
E01024384,1888
E01033090,1843
E01033092,1560
E01024330,1587
E01024336,1663
E01024337,1408
E01024348,1397
E01024351,1510
E01024339,2294
E01024340,2485
E01024356,1745
E01024373,2103
E01033087,2016
E01033091,1750
E01024326,1858
E01024327,1740
E01024328,1634
E01024329,1530
E01024349,1394
E01024357,1881
E01024358,1836
E01024367,1662
E01024369,1617
E01033088,1830
E01033089,1867
E01024360,1501
E01024372,2260
E01024374,2062
E01024401,1825
E01024403,2333
E01024371,1701
E01024392,1660
E01024393,1665
E01024395,1543
E01024396,1620
E01024361,1739
E01024362,1782
E01024363,2999
E01024387,2469
E01024331,1486
E01024394,1420
E01024402,1462
E01024404,1629
E01024405,2870
E01024389,3151
E01024390,1794
E01024391,1368
E01024397,1573
E01024398,1779
E01024399,1300
E01024400,1479
E01024325,2263
E01024346,1352
E01024377,1649
E01024378,1349
E01024332,1257
E01024350,1627
E01024375,2412
E01024388,3902
E01024410,1862
E01024342,1965
E01024343,1320
E01024344,1365
E01024376,2517
E01024364,1799
E01024365,2106
E01024366,1889
E01024411,1414
E01024345,1647
E01024379,1801
E01024380,2116
E01024381,1569
E01024406,1550
E01024407,1578
E01024408,1539
E01024409,1548
E07000111,120293
E01024445,1296
E01024446,1476
E01024447,1273
E01024472,1644
E01024479,1435
E01024476,1592
E01024477,1556
E01024478,1526
E01024480,1778
E01024481,1615
E01024482,1568
E01024421,1940
E01024473,1596
E01024474,1320
E01024475,1613
E01024441,1625
E01024442,1611
E01024443,1530
E01024444,1274
E01024431,1886
E01024432,1544
E01024433,1356
E01024434,2240
E01024435,1683
E01024436,1445
E01024437,1442
E01024438,1455
E01024422,2708
E01024423,1777
E01024439,1582
E01024440,1832
E01024452,1427
E01024448,1261
E01024449,1460
E01024450,1522
E01024453,1656
E01024454,1638
E01024457,1279
E01024460,1754
E01024461,2528
E01024465,1444
E01024466,1409
E01024468,1618
E01024416,1762
E01024418,1484
E01024424,1474
E01024463,1655
E01024464,1757
E01024467,1804
E01024458,1460
E01024459,1588
E01024462,1766
E01024469,1818
E01024470,1705
E01024471,2132
E01024417,1609
E01024419,1869
E01024483,1551
E01024484,1214
E01024485,1709
E01024425,1936
E01024426,1847
E01024427,1282
E01024428,1375
E01024429,1714
E01024430,1540
E01024420,2112
E01024451,2297
E01024455,1232
E01024456,1322
E01024413,1615
E01024414,1625
E01024415,1270
E01032619,1555
E07000112,112578
E01024490,2047
E01024544,1421
E01024545,1568
E01024547,1383
E01024492,1528
E01024541,2608
E01024542,2021
E01033213,2027
E01033214,2059
E01024496,1517
E01024497,1753
E01024498,1566
E01024503,1750
E01024518,1649
E01024499,1705
E01024500,1284
E01024501,1480
E01024502,1555
E01024505,1900
E01024491,1583
E01024493,1488
E01024494,1883
E01024495,1761
E01024520,1564
E01024528,1331
E01024511,1685
E01024512,1749
E01024513,1674
E01024514,1480
E01024515,1494
E01024516,1406
E01024519,1626
E01024521,1742
E01024523,1544
E01024526,1613
E01024527,1552
E01024550,2106
E01024489,1742
E01024530,1569
E01024536,1953
E01024546,1698
E01024522,1385
E01024524,1540
E01024525,1635
E01024529,1496
E01024531,1421
E01024486,2072
E01024487,1243
E01024488,1394
E01024548,1307
E01024549,1265
E01024537,1734
E01024538,1734
E01024539,2270
E01024540,1662
E01024532,1444
E01024533,1165
E01024534,1590
E01024535,2528
E01024504,2178
E01024507,2095
E01033212,1791
E01033215,1407
E01024508,2180
E01024509,1565
E01024510,1782
E01024517,1631
E07000113,148519
E01024609,1350
E01024610,1850
E01024611,1876
E01024612,1692
E01024613,1686
E01024614,1652
E01024615,1545
E01024616,1771
E01024585,1405
E01024587,1655
E01024588,1503
E01024589,1671
E01024595,1549
E01024598,1724
E01024619,1457
E01024621,1410
E01032653,1614
E01032654,3099
E01024594,1450
E01024596,1590
E01024597,1600
E01024620,1421
E01024580,1976
E01024581,1415
E01024586,1772
E01024618,3413
E01024576,1568
E01024577,1425
E01024578,1643
E01024579,3448
E01024583,1830
E01032655,1960
E01032656,2236
E01024570,1806
E01024571,1666
E01024572,1233
E01024573,1302
E01024575,1191
E01024554,2499
E01024561,1438
E01024567,3232
E01024568,3628
E01024582,1643
E01024559,1466
E01024584,1862
E01024590,1629
E01024599,1965
E01024608,1964
E01024591,2662
E01024592,1241
E01024593,1453
E01024600,1470
E01024601,1600
E01024560,1396
E01024562,1538
E01024569,1920
E01024630,1720
E01024632,1492
E01024606,1349
E01024628,1512
E01024629,1148
E01024631,1658
E01032735,1755
E01032737,1581
E01024564,1209
E01024603,1295
E01024604,1192
E01024605,1355
E01024626,1622
E01024627,1936
E01024551,2254
E01024552,2022
E01024553,2073
E01024563,1666
E01024602,1493
E01024625,1956
E01024565,1225
E01024566,1447
E01024622,1772
E01024623,1901
E01024624,2383
E01024555,1362
E01024556,1804
E01024557,1495
E01024558,1782
E07000114,141819
E01024657,2921
E01024658,2506
E01024659,1797
E01024660,1948
E01024678,2196
E01024653,1658
E01024654,1572
E01024655,1445
E01024656,1652
E01024675,2232
E01024676,2119
E01024677,1811
E01024695,1404
E01024697,1239
E01024710,1318
E01024661,1744
E01024664,1491
E01024665,1622
E01024694,1781
E01024696,1384
E01024672,1414
E01024673,1784
E01024674,1582
E01024711,1377
E01024712,1604
E01024633,1657
E01024634,1463
E01024662,1626
E01024663,1647
E01024666,1669
E01024641,1525
E01024713,1841
E01024714,1655
E01024715,2088
E01024716,2161
E01024636,2115
E01024637,1680
E01024638,1637
E01024639,1712
E01024640,1660
E01024635,1675
E01024642,1491
E01024644,1413
E01024692,1732
E01024693,1340
E01024643,1353
E01024705,1208
E01024706,1563
E01024707,1364
E01024708,1916
E01024686,1711
E01024688,1646
E01024689,1216
E01024690,1462
E01024691,1311
E01024669,1840
E01024698,1524
E01024699,1885
E01024700,1727
E01024709,1405
E01024682,2163
E01024683,1729
E01024684,1571
E01024685,1973
E01024687,1474
E01024701,2596
E01024702,1397
E01024703,1791
E01024704,1763
E01024645,1634
E01024647,1733
E01024668,1468
E01024670,1559
E01024681,1923
E01024646,2037
E01024648,1438
E01024649,1737
E01024667,1954
E01024671,1670
E01024650,1444
E01024651,1425
E01024652,1894
E01024679,1238
E01024680,1689
E07000115,130508
E01024719,2166
E01024720,1438
E01024721,1216
E01024722,1439
E01024727,2990
E01024728,1678
E01024771,2093
E01024772,1675
E01024773,1768
E01024774,3605
E01032830,2595
E01024741,1676
E01024761,2225
E01024762,2060
E01024763,1409
E01024764,1287
E01024765,1343
E01024782,1228
E01024785,1508
E01024717,2063
E01024718,1302
E01024735,1569
E01024736,1921
E01024737,2554
E01024723,1664
E01024724,2108
E01024725,1984
E01024726,1839
E01024755,2049
E01024786,2001
E01024746,1093
E01024760,1588
E01024781,2127
E01032825,2540
E01032826,1738
E01032827,2507
E01032828,1182
E01024743,1836
E01024744,1984
E01024745,1870
E01024747,1560
E01024730,1364
E01024731,1245
E01024775,1676
E01024776,1383
E01024777,1207
E01024734,1614
E01024752,1762
E01024753,1599
E01024754,1829
E01024729,1757
E01024748,1401
E01024749,1624
E01024750,1549
E01024751,1470
E01024732,2204
E01024733,1750
E01024756,1638
E01024766,3032
E01024767,1889
E01024768,1791
E01024757,1619
E01024758,1734
E01024778,1838
E01024779,1902
E01024780,1574
E01024740,1924
E01024742,1742
E01024783,1610
E01024784,2277
E01032620,2454
E01032829,1572
E07000116,118054
E01024798,2385
E01024811,1198
E01024812,1168
E01024813,1661
E01024814,1302
E01024815,1277
E01024816,1431
E01024837,1902
E01024844,1742
E01024846,1699
E01024849,1609
E01024850,1296
E01024836,1723
E01024839,2161
E01024845,1383
E01024847,1740
E01024848,1333
E01024793,1693
E01024825,1511
E01024826,1461
E01024827,1514
E01024828,1603
E01024840,2050
E01024841,1949
E01024842,1659
E01024843,1533
E01024829,1608
E01024851,1813
E01024852,1336
E01024853,1466
E01024854,1658
E01024799,2168
E01024800,1647
E01024835,2181
E01024838,1814
E01024801,2881
E01024802,2132
E01024823,1906
E01024833,2918
E01024821,2287
E01024822,2004
E01024824,1682
E01024832,1747
E01024834,2416
E01024795,1617
E01024796,1495
E01024830,1957
E01024831,1445
E01024792,1853
E01024794,1884
E01024804,1516
E01024805,1762
E01024806,1751
E01024797,1700
E01024817,1761
E01024818,1788
E01024819,1728
E01024820,1754
E01024787,1272
E01024788,1467
E01024790,1331
E01024791,1373
E01024803,2171
E01024789,2483
E01024807,1664
E01024808,1637
E01024809,1422
E01024810,1576
E07000177,149161
E01028479,1263
E01028480,1475
E01028508,1054
E01028509,1763
E01028441,2439
E01028443,1407
E01028444,1420
E01032943,1729
E01032944,1252
E01028445,1525
E01028446,1579
E01028447,1219
E01028448,1606
E01028435,1885
E01028437,1554
E01028438,1998
E01028439,1360
E01028440,1554
E01032941,1477
E01032942,1781
E01028449,1389
E01028450,1471
E01028451,1247
E01028452,1429
E01028453,1344
E01028454,1621
E01028430,1690
E01028431,1553
E01028432,1706
E01028433,1631
E01028434,1619
E01028426,1285
E01028427,1475
E01028428,1378
E01028429,1026
E01028422,1678
E01028423,1517
E01028475,3466
E01028476,2804
E01028474,1715
E01028485,1424
E01028486,1168
E01028503,1087
E01028504,1478
E01028481,1426
E01028482,1208
E01028505,2467
E01028506,1674
E01028507,1426
E01028425,2649
E01028477,1928
E01028478,1427
E01028483,1262
E01028484,1081
E01028499,1733
E01028459,1478
E01028460,2021
E01028461,1672
E01028462,1508
E01028455,1390
E01028456,1427
E01028457,1362
E01028458,1552
E01028467,1637
E01028466,1657
E01028469,1461
E01028470,1635
E01028471,1358
E01028472,1223
E01028473,1476
E01028463,2561
E01028464,1570
E01028465,1378
E01028468,2299
E01028424,3843
E01028497,1420
E01028498,1714
E01028500,2120
E01028501,1201
E01028502,1210
E01028487,1231
E01028489,1459
E01028490,1240
E01028491,1706
E01028494,1164
E01028492,1478
E01028493,1452
E01028495,1299
E01028496,1396
E01028488,1648
E01028510,1567
E01028511,1730
E01028512,1796
E07000178,154327
E01028594,1526
E01028595,1426
E01028596,1332
E01028597,1418
E01028591,1336
E01028592,1467
E01032554,2093
E01032555,2129
E01028565,1225
E01028583,1438
E01028584,2379
E01028585,1607
E01028560,1526
E01028561,1566
E01028562,1600
E01028563,1559
E01028513,2197
E01028514,1422
E01028516,1796
E01028538,1557
E01028534,1150
E01028535,1971
E01028536,1438
E01028537,1721
E01028539,2055
E01028540,6124
E01028515,1603
E01028571,1601
E01028572,1536
E01028573,1648
E01028574,1284
E01028521,9423
E01028522,3672
E01033282,4769
E01028548,1756
E01028549,1577
E01028550,1509
E01028551,2347
E01028523,1638
E01028524,1573
E01028525,2148
E01028526,2064
E01028579,1333
E01028580,1942
E01028581,1241
E01028582,1359
E01028586,1597
E01028587,1783
E01028588,1541
E01028541,1420
E01028542,1767
E01028543,1323
E01028544,1257
E01028531,2118
E01028532,2497
E01028533,2064
E01028556,1956
E01028557,1961
E01028558,1514
E01028559,1627
E01028545,1429
E01028546,1748
E01028547,2020
E01028527,1616
E01028528,1580
E01028529,1554
E01028530,1648
E01028575,1575
E01028578,1422
E01028552,1934
E01028553,1716
E01028554,1373
E01028555,1526
E01028576,1356
E01028577,2055
E01028517,1301
E01028518,1548
E01028519,1382
E01028567,1662
E01028520,1609
E01028568,1494
E01028569,1496
E01028570,1777
E07000179,140504
E01028666,1474
E01028667,1313
E01028668,1350
E01028669,1273
E01028638,1410
E01028639,1417
E01028640,1388
E01028683,1400
E01028670,1456
E01028671,1648
E01028672,2254
E01028673,1524
E01028646,1189
E01028647,1601
E01028681,1307
E01028682,1223
E01028684,1358
E01028598,2447
E01028613,1382
E01028614,1954
E01028615,1643
E01028616,1422
E01028604,1494
E01028605,1576
E01028607,1275
E01028641,1199
E01028657,1236
E01028658,1340
E01028600,1450
E01028603,1242
E01028606,1677
E01028609,1276
E01028610,1453
E01028678,1553
E01028679,2294
E01028680,1675
E01028625,2043
E01028626,1648
E01028627,1471
E01028628,1454
E01028629,1357
E01028621,3152
E01028622,1951
E01028623,1572
E01028624,1994
E01028599,1473
E01028601,1804
E01028602,1349
E01028620,2949
E01028608,1216
E01028617,1903
E01028674,1387
E01028675,1283
E01028676,2216
E01028677,1334
E01028630,1512
E01028631,1089
E01028632,1379
E01028633,1449
E01028634,1299
E01028635,1599
E01028636,1368
E01028637,1962
E01028618,2634
E01028619,1760
E01028644,1655
E01028648,1571
E01028649,1574
E01028650,2049
E01028651,1537
E01028652,2033
E01028653,1515
E01028654,1602
E01028655,1733
E01028656,1302
E01028611,1213
E01028642,1421
E01028643,1446
E01028645,1412
E01028685,1229
E01028686,1406
E01028612,1324
E01028660,1795
E01028661,1747
E01028662,1335
E01028659,1696
E01028663,1512
E01028664,1364
E01028665,1253
E07000180,133732
E01028708,1897
E01028709,1777
E01028710,2150
E01028711,1753
E01028733,1356
E01028734,1541
E01028735,1697
E01028740,1633
E01028741,1867
E01028742,1869
E01028738,2026
E01028739,2254
E01028743,1741
E01028744,1272
E01028750,1504
E01028751,1493
E01028752,1784
E01028693,1606
E01028694,1454
E01028701,1578
E01028705,1293
E01028706,1473
E01028707,1540
E01028688,1239
E01028689,1514
E01028695,1623
E01028699,1625
E01028696,1483
E01028697,1608
E01028698,1506
E01028700,1688
E01028703,1820
E01033305,1501
E01033306,1951
E01028726,2606
E01028736,3085
E01028737,2419
E01028690,1645
E01028691,1609
E01028692,1465
E01028702,1231
E01028704,1996
E01028716,2599
E01028717,1625
E01028718,1524
E01028719,1718
E01028749,2541
E01028714,2610
E01028731,1888
E01028732,1340
E01028753,1741
E01028754,1432
E01028721,1296
E01028722,1535
E01028723,1559
E01028724,1191
E01028725,2111
E01028755,1673
E01028756,2513
E01028758,1563
E01028759,1529
E01028760,1227
E01028761,1323
E01028712,2176
E01028727,3186
E01028728,1236
E01028729,1793
E01028730,1659
E01028757,2090
E01028745,1546
E01028746,1501
E01028747,1729
E01028748,1486
E01028713,2557
E01028715,1492
E01028720,2571
E07000181,109800
E01028780,2143
E01028781,1533
E01028782,1483
E01028783,1640
E01028795,1644
E01028796,1564
E01028797,1269
E01028806,1967
E01028763,2007
E01028776,1961
E01028798,2111
E01028804,1362
E01028823,1293
E01028824,1804
E01028825,1203
E01032954,2797
E01028777,1114
E01028778,1482
E01028779,1122
E01028799,1888
E01028788,1961
E01028789,1569
E01028790,1164
E01028791,1476
E01028784,2057
E01028792,1103
E01028793,1628
E01028794,1457
E01028810,1343
E01028811,1429
E01028813,1277
E01028814,1385
E01028815,1240
E01032947,2015
E01032948,2048
E01032952,1369
E01028809,1399
E01028820,1449
E01028821,1485
E01028822,1600
E01028807,2330
E01028808,1863
E01028816,1374
E01028817,1525
E01028818,1768
E01028819,1992
E01028785,1533
E01028786,1259
E01028787,1377
E01028800,1344
E01028762,1818
E01028766,2250
E01028767,2007
E01028772,2040
E01032949,1751
E01032950,1822
E01032951,1880
E01032953,2125
E01028771,1457
E01028773,1327
E01028774,2876
E01028775,1310
E01028764,1787
E01028765,2263
E01028801,1354
E01028802,1527
E07000207,136626
E01030330,1564
E01030331,1517
E01030332,1487
E01030333,1374
E01030326,1645
E01030327,1732
E01030328,1632
E01030329,1521
E01030334,1496
E01030335,1800
E01030336,1923
E01030337,1692
E01030361,2062
E01030362,1358
E01030363,1909
E01030364,1441
E01030350,1736
E01030351,1522
E01030352,1652
E01030353,1585
E01030322,1900
E01030323,1369
E01030324,1697
E01030325,1615
E01030357,1627
E01030358,1548
E01030359,2437
E01030360,1774
E01030354,1736
E01030355,1597
E01030356,1363
E01030365,1523
E01030368,1476
E01030319,2166
E01030320,1872
E01030321,1557
E01030369,2299
E01030370,1698
E01030313,1650
E01030314,1737
E01030366,1781
E01030367,1575
E01030338,1699
E01030339,1418
E01030340,1546
E01030341,1884
E01030371,1515
E01030372,1354
E01030373,1543
E01030374,1717
E01030375,1739
E01030376,1370
E01030307,1721
E01030308,1955
E01030309,1752
E01030310,1995
E01030311,1577
E01030312,1435
E01030315,1677
E01030316,1640
E01030317,1863
E01030318,1570
E01030296,1783
E01030297,2163
E01030298,1549
E01030299,1596
E01030346,1420
E01030347,1702
E01030348,1543
E01030349,1659
E01030300,1609
E01030301,1795
E01030302,1709
E01030304,1766
E01030305,1809
E01030306,1800
E01030303,1884
E01030342,1917
E01030343,1867
E01030344,1660
E01030345,1780
E07000208,79928
E01030386,1389
E01030387,1720
E01030388,1311
E01030389,1535
E01030393,1947
E01030394,1807
E01030399,2229
E01030400,1718
E01030414,1211
E01030377,2421
E01030378,1691
E01030406,1633
E01030407,1352
E01030408,1866
E01030395,1828
E01030413,2137
E01030415,1657
E01030416,1373
E01030383,3099
E01030384,2955
E01030401,2555
E01030402,2312
E01030385,1627
E01030391,1944
E01030403,1624
E01030404,1593
E01030409,1453
E01030410,1657
E01030381,1585
E01030411,2828
E01030412,2228
E01030419,1843
E01030379,1575
E01030380,1409
E01030405,1758
E01030417,1342
E01030418,1449
E01030420,1221
E01030382,1428
E01030390,2013
E01030392,1960
E01030396,1966
E01030398,1825
E01032624,1854
E07000209,147889
E01030440,1633
E01030458,1262
E01030459,1560
E01030475,1330
E01030476,1198
E01030477,1785
E01030465,1389
E01030466,1522
E01030473,1642
E01030474,2314
E01030441,1352
E01030442,1462
E01030443,1384
E01030444,1544
E01030445,1524
E01030446,1553
E01030447,1405
E01030426,1502
E01030427,1506
E01030428,1311
E01030429,1639
E01030430,1563
E01030499,1544
E01030500,1701
E01030501,1713
E01030502,1318
E01030503,1429
E01030504,1117
E01030485,1847
E01030487,1824
E01030488,2327
E01030489,2779
E01030481,1858
E01030482,1490
E01030483,1472
E01030484,1733
E01030434,1698
E01030435,2003
E01030462,1806
E01030463,1531
E01030464,1690
E01030486,1632
E01030493,1416
E01030495,2338
E01030498,1547
E01030424,1534
E01030431,1525
E01030432,1565
E01030433,1782
E01030436,2295
E01030437,2327
E01030439,1768
E01030460,1673
E01030461,1693
E01030470,4312
E01030494,1859
E01030496,1879
E01030497,1760
E01030438,1883
E01030450,2707
E01030451,2152
E01030453,1685
E01030455,1847
E01030457,1934
E01030421,1468
E01030422,1542
E01030423,1688
E01030425,1512
E01030452,2548
E01030467,1775
E01030468,3917
E01030469,1754
E01030448,1598
E01030449,1596
E01030454,1648
E01030456,1441
E01030471,1220
E01030472,1343
E01030478,2057
E01030479,1839
E01030480,1867
E01030490,1694
E01030491,1924
E01030492,2085
E07000210,87253
E01030506,1333
E01030508,1387
E01030509,1183
E01030513,1382
E01030514,1440
E01030505,1615
E01030507,1286
E01030511,1673
E01030512,1630
E01030548,2029
E01030549,1835
E01030550,1930
E01030551,1639
E01030510,1811
E01030552,1620
E01030553,1760
E01030554,1119
E01030539,1726
E01030540,2012
E01030541,1365
E01030542,1276
E01030543,1613
E01030516,1328
E01030517,1582
E01030518,1387
E01030519,1455
E01030520,1430
E01030521,1599
E01030522,1331
E01030523,1166
E01030524,1928
E01030525,1486
E01030526,1357
E01030527,1615
E01030532,1556
E01030533,1405
E01030534,1380
E01030556,1907
E01030535,1894
E01030536,1908
E01030537,1680
E01030538,1901
E01030544,1689
E01030545,1499
E01030546,1641
E01030547,1680
E01030529,1702
E01030555,1814
E01030557,1903
E01030558,2244
E01030515,1866
E01030528,1540
E01030530,1236
E01030531,2480
E07000211,147757
E01030603,1522
E01030604,1635
E01030605,1601
E01030607,1883
E01030559,1310
E01030560,1714
E01030561,1434
E01030562,1254
E01030563,2190
E01030564,1381
E01030606,1593
E01030641,1575
E01030642,1729
E01030644,1198
E01030565,1483
E01030566,1536
E01030567,1636
E01030568,1595
E01030569,2886
E01030608,1472
E01030609,1998
E01030640,1628
E01030643,1508
E01030635,1689
E01030636,1149
E01030637,1235
E01030638,1548
E01030639,1477
E01030589,1806
E01030590,1888
E01030591,1505
E01030592,2065
E01030599,1562
E01030600,1622
E01030601,1638
E01030602,1837
E01030598,1648
E01030623,2377
E01030624,1456
E01030625,1667
E01030626,1075
E01030627,1962
E01030615,1990
E01030616,1718
E01030617,1791
E01030618,2034
E01030619,1524
E01030622,1962
E01030610,1416
E01030611,3269
E01030612,2919
E01030613,2109
E01030614,1743
E01030593,1504
E01030596,1544
E01030597,1697
E01030620,1962
E01030621,1741
E01030594,1894
E01030595,1529
E01030630,1585
E01030631,1581
E01030570,1654
E01030571,1566
E01030572,2104
E01030573,1837
E01030574,1893
E01030628,1472
E01030629,1202
E01030632,1356
E01030633,1472
E01030634,1449
E01030584,1969
E01030585,1567
E01030586,1835
E01030587,1533
E01030588,1480
E01030580,2441
E01030581,2291
E01030582,1430
E01030583,1623
E01030575,2626
E01030576,1759
E01030577,1652
E01030578,1505
E01030579,1562
E07000212,88000
E01030667,1548
E01030668,1939
E01030669,1627
E01030670,1487
E01030671,4003
E01030672,3258
E01030673,1111
E01030674,1478
E01030675,1463
E01030676,1456
E01030663,1756
E01030664,1804
E01030665,1600
E01030666,1875
E01030687,1220
E01030688,1513
E01030656,1638
E01030658,1393
E01030685,1608
E01030686,1454
E01030689,1447
E01030690,2008
E01030691,1742
E01030692,1277
E01030652,1769
E01030653,1534
E01030654,1535
E01030657,1645
E01030659,1756
E01030647,1645
E01030648,1697
E01030649,2347
E01030650,1293
E01030651,1499
E01030655,1720
E01030662,1640
E01030677,1712
E01030678,1294
E01030679,1345
E01030680,1502
E01030645,2297
E01030646,2152
E01030660,2491
E01030661,2043
E01030684,1385
E01030681,1726
E01030682,1409
E01030683,1426
E01030693,1241
E01030694,1363
E01030695,1275
E01030696,1554
E07000213,99334
E01030743,1597
E01030744,1738
E01030745,1718
E01030747,1352
E01030709,1824
E01030710,2001
E01030711,1964
E01030746,1895
E01030707,2076
E01030708,1607
E01030712,1471
E01030713,1212
E01030714,1514
E01030715,1548
E01030716,1514
E01030734,1587
E01030735,1761
E01030736,2197
E01030737,1607
E01030738,1557
E01030701,1477
E01030702,1209
E01030703,1614
E01030704,1460
E01030705,1648
E01030706,1362
E01030697,1635
E01030698,1699
E01030699,1514
E01030700,1709
E01030725,1907
E01030729,1529
E01030739,1665
E01030740,1893
E01030741,1743
E01030748,1769
E01030749,1591
E01030750,1597
E01030751,1576
E01030752,1778
E01030726,1673
E01030727,1862
E01030728,1620
E01030742,1970
E01030753,1768
E01030754,1912
E01030755,2121
E01030756,1574
E01030717,1627
E01030718,1276
E01030719,1468
E01030720,1666
E01030721,1522
E01030722,1590
E01030723,1534
E01030724,1525
E01030730,1721
E01030731,1826
E01030732,1386
E01030733,1578
E07000214,88874
E01030763,1205
E01030764,1191
E01030765,1450
E01030809,1497
E01030810,1383
E01030811,1552
E01030757,1663
E01030758,1192
E01030759,1619
E01030760,1618
E01030778,1730
E01030779,1729
E01030780,1644
E01030781,1624
E01030786,1943
E01030787,1412
E01030788,1433
E01030801,1621
E01030802,1717
E01030796,1447
E01030797,1482
E01030798,1545
E01030799,1360
E01030800,1898
E01030761,2180
E01030762,1862
E01030806,1514
E01030807,1570
E01030808,1565
E01030774,1443
E01030775,1533
E01030776,1652
E01030777,1630
E01030793,1979
E01030794,1613
E01030795,2276
E01030803,1818
E01030804,1773
E01030805,1683
E01030789,1530
E01030790,1799
E01030791,1670
E01030792,1292
E01030766,1709
E01030767,1800
E01030768,1450
E01030769,1561
E01030770,1457
E01030771,1241
E01030772,1513
E01030773,1372
E01030782,1608
E01030783,1564
E01030784,2805
E01030785,1457
E07000215,87496
E01030855,1818
E01030856,1646
E01030859,2087
E01030860,2294
E01030844,1930
E01030845,1173
E01030846,1553
E01030857,2337
E01030858,2669
E01030828,1449
E01030829,1728
E01030830,1375
E01030850,2602
E01030851,2083
E01030861,2042
E01030820,1801
E01030847,1756
E01030848,2249
E01030831,2231
E01030832,1325
E01030836,1501
E01030837,1539
E01030838,1363
E01030839,1463
E01030840,1427
E01030841,1284
E01030842,2127
E01030843,1527
E01030812,1643
E01030813,1686
E01030814,1384
E01030815,1533
E01030824,1674
E01030825,1389
E01030826,1475
E01030827,1610
E01030821,2312
E01030822,1956
E01030833,1519
E01030834,1452
E01030835,1480
E01030816,1501
E01030817,1445
E01030818,1250
E01030819,1646
E01030823,2319
E01030852,2056
E01030853,1865
E01030854,1952
E01032571,1970
E07000216,125610
E01030890,1553
E01030902,1308
E01030903,1565
E01030904,1466
E01030891,1651
E01030892,1249
