LSOACode,MY2018AllPopulation
E01001912,1581
E01001886,1436
E01001887,1440
E01001890,1809
E01001892,1335
E01001880,1549
E01001881,1908
E01001882,1722
E01001883,1590
E01001884,1928
E01001888,1595
E01001891,2292
E01001917,1405
E01001918,1514
E01001919,1599
E01001879,1473
E01001901,1680
E01001902,1632
E01001903,1601
E01001920,1408
E01001921,1570
E01001922,1659
E01001923,1585
E01001924,1764
E01001947,1484
E01001948,1992
E01001949,1599
E01001950,1591
E01001951,1582
E01001953,1260
E01001904,1579
E01001905,1663
E01001906,1399
E01001907,1256
E01001935,2083
E01001939,2792
E01032788,1398
E01032789,1542
E01032790,1362
E01001915,1605
E01001916,1458
E01001926,1486
E01001952,1631
E01001925,1759
E01001934,1803
E01001937,1950
E01001938,1545
E09000014,270624
E01001969,2065
E01001971,2029
E01001974,2347
E01001975,2138
E01002036,1805
E01002037,2161
E01002039,1674
E01002040,2252
E01001962,1742
E01001970,2100
E01001972,1732
E01001973,2587
E01002090,1579
E01002093,1836
E01002096,1672
E01002097,1634
E01002091,1887
E01002092,1670
E01002094,1581
E01002095,1637
E01002098,1480
E01002101,2205
E01002102,1995
E01002105,2527
E01002099,2249
E01002100,2012
E01002103,1983
E01002104,1624
E01001963,1766
E01001964,1577
E01001965,1691
E01001966,1462
E01002027,1577
E01002028,1822
E01002032,1861
E01002033,1962
E01001976,1680
E01001977,1569
E01001978,1990
E01001979,2448
E01002074,2268
E01002077,2339
E01002079,1868
E01002081,1982
E01002082,1236
E01002086,1549
E01002088,2064
E01002089,1565
E01001967,1570
E01001968,1770
E01001996,1747
E01001997,1621
E01002075,2286
E01002076,2044
E01002078,2600
E01002080,3760
E01002026,1812
E01002029,2049
E01002030,1786
E01002031,2196
E01001991,1783
E01001992,1746
E01001993,1626
E01001995,2476
E01001980,1930
E01001981,1834
E01001982,1818
E01001983,1551
E01002083,1510
E01002084,1745
E01002085,2297
E01002087,1682
E01002014,1700
E01002015,1430
E01002018,1452
E01033085,2170
E01033086,1272
E01002020,1570
E01002022,2048
E01002023,1404
E01002025,1551
E01002013,1364
E01002019,1393
E01002021,1383
E01002024,1287
E01001998,2245
E01001999,2224
E01002003,2508
E01002004,1979
E01002067,1717
E01002069,2164
E01002070,2533
E01002073,1829
E01002066,2072
E01002068,2383
E01002071,1716
E01002072,2102
E01002043,2220
E01002045,2410
E01002046,1908
E01002049,1923
E01002042,1586
E01002044,1879
E01002047,1792
E01002048,2177
E01002016,1764
E01002017,1851
E01002059,1617
E01002060,1649
E01002050,1975
E01002051,1826
E01002052,2272
E01002055,1794
E01001994,1666
E01002008,1327
E01002010,1570
E01002011,1593
E01002000,1792
E01002001,1677
E01002002,1822
E01002058,1680
E01002053,1880
E01002054,1881
E01002056,2626
E01002057,1810
E01001984,1744
E01001985,1751
E01001987,1818
E01001989,1743
E01001986,1504
E01001988,1680
E01001990,2075
E01002062,1962
E01002005,1498
E01002006,1576
E01002007,1558
E01002009,1591
E01002061,1704
E01002063,1545
E01002064,1387
E01002065,1704
E01002034,2537
E01002038,1973
E01002041,2018
E01032575,2075
E09000019,239142
E01002755,1413
E01002756,1410
E01002758,1868
E01002804,1866
E01002807,1875
E01002811,1590
E01002753,1507
E01002754,1630
E01002757,1477
E01002759,1638
E01002760,1791
E01002772,1874
E01002735,2307
E01002805,1793
E01002806,1662
E01002808,2164
E01002809,1733
E01002810,1746
E01002768,1766
E01002770,1696
E01002771,1524
E01002773,1510
E01002774,2380
E01002732,1934
E01002734,2584
E01002736,1643
E01002737,1995
E01002751,2038
E01002742,1728
E01002747,1864
E01002748,1622
E01002749,1697
E01033493,1859
E01033494,1754
E01002730,2215
E01002731,3515
E01002733,1620
E01002763,1661
E01002769,2313
E01002785,2065
E01002788,2123
E01002789,2058
E01002738,2131
E01002741,1685
E01002743,1841
E01002744,1604
E01002752,1578
E01002764,1895
E01002783,1839
E01002784,1866
E01002786,1673
E01002787,1344
E01002762,2176
E01002767,2227
E01033486,1121
E01033487,1449
E01033488,2018
E01033491,2186
E01033492,2626
E01002777,1705
E01002778,1975
E01002779,2144
E01002781,1541
E01002782,1689
E01002739,2032
E01002740,2450
E01002745,1558
E01002795,2138
E01002796,1205
E01002716,2463
E01002718,1888
E01002721,1782
E01002775,1526
E01002776,2110
E01002780,1759
E01002708,2390
E01002712,2284
E01002713,1735
E01002765,3939
E01002766,2561
E01002717,1342
E01002719,1708
E01002720,2320
E01002790,1560
E01002791,2070
E01002793,2123
E01002698,2458
E01002699,1732
E01002700,1658
E01002714,1941
E01002792,2168
E01002722,1466
E01002797,2078
E01002798,2073
E01002799,2081
E01002800,1493
E01002694,1632
E01002697,2349
E01002709,1783
E01002710,1685
E01002715,1818
E01002696,2120
E01002794,2037
E01002801,1836
E01002802,1551
E01002803,2855
E01002695,1803
E01002711,2512
E01002727,1684
E01002728,1847
E01002729,1742
E01002707,2390
E01002723,1879
E01002724,2562
E01002725,1804
E01002726,1739
E01033489,2690
E01033490,2074
E01002701,1816
E01002702,2359
E01002703,2684
E01002704,2469
E01002706,2510
E09000020,156197
E01002852,1970
E01002853,929
E01002854,1061
E01002855,1599
E01002857,1194
E01002904,1107
E01002905,1548
E01002906,1796
E01002907,1398
E01002876,1654
E01002877,1612
E01002878,1613
E01002908,1259
E01002909,2007
E01002829,1343
E01002830,1673
E01002831,1779
E01002832,1585
E01002856,1622
E01002870,1512
E01002872,1391
E01002879,1358
E01002880,1164
E01002881,1197
E01002882,1354
E01002883,1720
E01002884,1356
E01002885,1376
E01002886,1461
E01002833,1388
E01002871,1622
E01002873,1295
E01002874,1290
E01002875,1361
E01002824,1302
E01002825,2074
E01002826,1507
E01002827,1785
E01002828,1375
E01002864,1434
E01002866,1667
E01002867,1834
E01002868,1581
E01002869,1508
E01002887,1439
E01002889,1170
E01002890,1719
E01002891,1434
E01002892,1901
E01002813,1606
E01002815,1348
E01002816,1341
E01002817,1537
E01002865,1602
E01002818,1856
E01002819,1507
E01002859,1617
E01002860,1475
E01002863,1401
E01002812,1879
E01002834,1505
E01002839,1439
E01002850,1496
E01002888,2365
E01002821,1498
E01002823,1488
E01002858,1347
E01002861,1244
E01002862,1284
E01002814,2212
E01002847,1577
E01002848,1480
E01002851,1554
E01002820,1345
E01002822,1175
E01002835,1596
E01002836,1431
E01002837,1360
E01002846,1320
E01002849,1507
E01002893,1733
E01002894,1737
E01002898,1791
E01002899,1576
E01002900,1544
E01002901,1383
E01002902,1657
E01002903,1620
E01002844,1342
E01002845,1492
E01002910,1468
E01002911,1657
E01002914,1548
E01002838,1297
E01002895,1434
E01002896,1739
E01002897,1436
E01002912,1794
E01002840,1285
E01002841,1332
E01002842,1018
E01002843,1392
E01002913,2206
E09000022,325917
E01003015,1735
E01003108,1624
E01003110,2181
E01003111,1704
E01003112,1850
E01003101,1541
E01003105,1928
E01003106,2190
E01003107,1933
E01003109,2924
E01003102,1805
E01003104,1660
E01003122,2101
E01003129,1762
E01033207,2087
E01033208,2309
E01003098,1509
E01003099,1856
E01003100,2006
E01003180,1788
E01003183,1810
E01003097,1682
E01003121,1538
E01003123,1631
E01003124,1454
E01003125,1810
E01003181,1444
E01003184,1256
E01003185,1630
E01003186,2775
E01003187,1808
E01003089,1840
E01003091,1597
E01003092,1937
E01003126,1495
E01003128,1516
E01003046,1712
E01003048,1839
E01003075,1617
E01003182,1997
E01003188,1272
E01003088,1616
E01003093,2638
E01003094,1496
E01003096,2421
E01003127,1826
E01003045,1942
E01003047,1769
E01003049,1731
E01003059,1743
E01003060,1529
E01003061,1050
E01003034,1827
E01003035,1626
E01003036,1623
E01003090,2402
E01003095,1787
E01003037,1403
E01003038,1747
E01003039,2463
E01003040,1333
E01003042,1117
E01003072,1893
E01003073,1754
E01003076,2176
E01003077,1876
E01003078,1732
E01003019,2118
E01003053,1710
E01003054,2076
E01003056,1621
E01003058,1855
E01003020,1656
E01003050,1854
E01003052,1928
E01003055,1710
E01003176,2021
E01003029,1923
E01003032,1740
E01003041,1625
E01003057,1592
E01003043,1635
E01003044,815
E01003051,1854
E01003071,2503
E01003074,2421
E01003026,1567
E01003027,1358
E01003028,1632
E01003030,2025
E01003033,1646
E01003018,2180
E01003171,1719
E01003173,1692
E01003177,1790
E01003178,1664
E01003021,2472
E01003022,1817
E01003023,2664
E01003024,1770
E01003025,2115
E01003136,1732
E01003137,1656
E01003159,1291
E01003160,1570
E01003162,2006
E01003031,1724
E01003156,1740
E01003157,1721
E01003158,1750
E01003161,1259
E01003163,1659
E01003132,1636
E01003172,1965
E01003174,1879
E01003175,1560
E01003179,1705
E01003164,2257
E01003165,1575
E01003168,1613
E01003169,2443
E01003170,1968
E01003130,1974
E01003131,1940
E01003135,1797
E01003138,1776
E01003151,2074
E01003079,1790
E01003080,1797
E01003133,1642
E01003134,1617
E01003152,2212
E01003064,1493
E01003066,1866
E01003081,2042
E01003166,2638
E01003167,1734
E01003116,1681
E01003117,2144
E01003118,2072
E01003153,2461
E01003155,2053
E01003083,1651
E01003084,1695
E01003085,1946
E01003149,1978
E01003154,2023
E01003065,1611
E01003068,1645
E01003082,1543
E01003086,1818
E01003087,1780
E01003113,2187
E01003114,2435
E01003119,2316
E01003120,2649
E01003148,2045
E01003150,1938
E01003062,2026
E01003063,1424
E01003067,1446
E01003069,1392
E01003070,1507
E01003115,1719
E01003141,1816
E01003144,1526
E01003145,1948
E01003147,2105
E01003139,1736
E01003140,1519
E01003142,1434
E01003143,1461
E01003146,1658
E01003013,2524
E01003014,1653
E01003016,2754
E01003017,2012
E01032582,2044
E09000023,303536
E01003244,1684
E01003245,1955
E01003247,2284
E01003249,2031
E01003250,3419
E01003246,1716
E01003248,1695
E01003251,2236
E01003252,1466
E01003253,1551
E01003297,1723
E01003299,1729
E01003301,2319
E01003302,1620
E01003305,1959
E01003207,1771
E01003209,1986
E01003210,1953
E01003212,2139
E01003215,1915
E01003338,2097
E01003339,1795
E01003340,1958
E01003341,1489
E01003343,1535
E01003199,1881
E01003201,1663
E01003204,1387
E01003205,1334
E01003206,1722
E01003211,1548
E01003213,2027
E01003214,1891
E01033324,1612
E01033325,1450
E01003198,1511
E01003200,1673
E01003202,1624
E01003203,2003
E01003336,1486
E01003337,1652
E01003342,1737
E01003344,1846
E01003345,2093
E01003273,1979
E01003277,1821
E01003278,1992
E01003279,1614
E01003288,2100
E01003290,1771
E01003291,1463
E01003296,5615
E01033327,1992
E01033341,1376
E01003282,2691
E01003283,2255
E01003284,1973
E01003286,1815
E01003272,2040
E01003274,1735
E01003275,1692
E01003276,1898
E01003225,1618
E01003231,1708
E01003232,1872
E01003233,1814
E01003280,1779
E01003281,1610
E01003285,1987
E01003287,2113
E01003292,1548
E01003293,1573
E01003295,1827
E01033320,1818
E01033322,1414
E01003319,2004
E01003320,1339
E01003323,1452
E01003325,1850
E01003226,1742
E01003227,1740
E01003228,1569
E01003229,1671
E01003230,2016
E01003317,2653
E01003318,1917
E01003321,2087
E01003322,1542
E01003324,1764
E01003254,1510
E01003255,2242
E01003260,2001
E01003261,1496
E01003262,1448
E01003217,1633
E01003218,1679
E01003220,1806
E01003222,1769
E01003224,1779
E01003263,1856
E01003268,1965
E01003269,1656
E01003270,1805
E01003271,1694
E01003307,1602
E01003308,1998
E01003314,1755
E01003315,1414
E01003316,1540
E01003216,1988
E01003219,1727
E01003221,2088
E01003223,1705
E01003346,1700
E01003349,1667
E01003351,1515
E01003354,1969
E01003309,1553
E01003310,1777
E01003311,1731
E01003312,1792
E01003313,1507
E01003256,2536
E01003257,1734
E01003258,1578
E01003259,1841
E01003193,1718
E01003194,1884
E01003195,1623
E01003196,1806
E01003197,1707
E01003347,1839
E01003348,1659
E01003350,1250
E01003352,2393
E01003353,1860
E01003264,1536
E01003265,1653
E01003266,1747
E01003267,1550
E01003329,1729
E01003330,1627
E01003331,1596
E01003332,1562
E01003334,1929
E01003189,1707
E01003190,2402
E01003191,1662
E01003192,1674
E01003326,1559
E01003327,2055
E01003328,1819
E01003333,1556
E01003335,1465
E01003236,1685
E01003237,1626
E01003238,1405
E01003239,1559
E01032564,1359
E01003235,1341
E01003240,1999
E01003241,1656
E01003243,1527
E01032565,1638
E01003298,1287
E01003300,1320
E01003303,1556
E01003304,2238
E01032579,1703
E09000025,352005
E01003543,2557
E01003544,1953
E01003546,1909
E01003550,1851
E01003576,2085
E01003581,1975
E01003582,1810
E01003583,1912
E01003578,2224
E01003584,2045
E01003586,1981
E01003590,1614
E01003579,2004
E01003585,1664
E01003587,2575
E01003591,2401
E01003528,1457
E01003575,1818
E01003577,2223
E01003580,2065
E01003545,1857
E01003548,2418
E01003549,2201
E01003557,2271
E01003547,2030
E01003555,1943
E01003561,1961
E01003567,1974
E01003556,2109
E01003558,1752
E01003570,1989
E01003571,2230
E01003572,1821
E01003551,2014
E01003553,1939
E01003554,2026
E01003559,2637
E01003529,2486
E01003530,1837
E01003531,2269
E01003532,2193
E01003534,2460
E01003533,2232
E01003560,1795
E01003563,2218
E01003588,1781
E01003589,1975
E01003616,1866
E01003617,3402
E01003618,2217
E01003619,2756
E01003615,2001
E01033578,4588
E01033579,1836
E01033583,14696
E01033586,1848
E01003562,2186
E01003564,2517
E01003565,1959
E01003566,1945
E01003625,1815
E01003626,1619
E01003627,1494
E01003628,1663
E01003629,1579
E01003552,1841
E01003596,1932
E01003597,1612
E01003635,2021
E01003568,2338
E01003569,2038
E01003573,2168
E01003574,2575
E01003520,2241
E01003521,2608
E01003522,1988
E01003525,2163
E01003526,1995
E01003488,1966
E01003489,1864
E01003490,1966
E01003524,2231
E01003631,1874
E01003632,2655
E01003633,1886
E01003634,1920
E01003636,2031
E01003598,1993
E01003600,1728
E01003630,2129
E01003637,1824
E01003491,2183
E01003592,1872
E01003599,1655
E01003606,2888
E01003535,1852
E01003536,2031
E01003621,1625
E01003622,1793
E01003623,1846
E01003523,2067
E01003527,2014
E01003537,2230
E01003542,2134
E01003624,1763
E01003492,2118
E01003493,2438
E01003494,2344
E01003495,2216
E01003594,1868
E01003595,1819
E01003602,2175
E01003607,1874
E01003496,1451
E01003498,1873
E01003500,2237
E01003593,1556
E01003601,2301
E01003603,2050
E01003605,2352
E01003608,2253
E01003538,2242
E01003539,2422
E01003540,1998
E01003541,2160
E01003499,2700
E01003501,2477
E01003502,2340
E01003503,2683
E01003507,2617
E01003508,2183
E01003509,2242
E01003604,2453
E01003483,1561
E01003484,1653
E01003516,1888
E01003518,1702
E01003519,1607
E01003480,2298
E01003482,3636
E01003486,1257
E01003487,1348
E01003497,1956
E01003506,1254
E01033574,1636
E01033575,1408
E01033576,2912
E01033584,1572
E01033585,2684
E01003479,1623
E01003481,1614
E01003485,1631
E01003513,1684
E01003511,1708
E01003512,1940
E01003514,1571
E01003515,1878
E01003517,1674
E01003609,4470
E01003611,2057
E01033577,2739
E01033580,1945
E01033581,1876
E01033582,1713
E09000028,317256
E01004029,2411
E01004032,2032
E01004053,2013
E01004054,1647
E01004055,1333
E01003927,3397
E01003929,2407
E01003934,2059
E01003935,1304
E01003939,2033
E01003976,2414
E01004027,2661
E01032637,1590
E01032638,1463
E01032640,1515
E01032646,1753
E01032803,1382
E01032834,1278
E01003975,1951
E01003978,2914
E01004022,3877
E01004023,1903
E01004028,2770
E01003938,1632
E01003940,1386
E01003941,2011
E01003942,1488
E01003979,1906
E01003981,2237
E01004030,1541
E01004031,2290
E01004033,2726
E01004034,1807
E01004036,2356
E01004056,2117
E01004057,1964
E01004058,1796
E01004059,1745
E01004060,2243
E01003936,3174
E01003937,1413
E01003943,1143
E01032720,1260
E01003977,2220
E01004037,2120
E01004038,2816
E01004042,1807
E01004043,1500
E01003986,1648
E01003987,1899
E01004024,2226
E01004035,1499
E01003960,2025
E01003961,2145
E01003994,1489
E01032722,2638
E01003980,1978
E01004039,1711
E01004040,1952
E01004041,1734
E01004044,1500
E01003992,1705
E01003995,1482
E01003998,1470
E01003999,1495
E01032639,2365
E01032719,1817
E01003964,2330
E01003966,1921
E01003968,1242
E01003971,1364
E01003974,1420
E01003963,1652
E01003967,942
E01003970,1179
E01003972,1693
E01003973,1727
E01003923,1843
E01003969,2650
E01003991,1255
E01003993,1902
E01003997,1268
E01003983,2049
E01003988,2358
E01003989,2029
E01003990,2099
E01004007,1306
E01003912,1628
E01004011,2289
E01004012,2505
E01004013,1433
E01004014,1671
E01003911,1794
E01003916,2214
E01003917,2001
E01003918,1356
E01003925,1857
E01003919,1806
E01003920,1904
E01003921,1662
E01003922,2228
E01003924,2013
E01003926,1378
E01004008,2026
E01004010,1660
E01004067,2279
E01032805,2652
E01003984,2121
E01004003,2016
E01004004,2843
E01004005,2543
E01004006,2181
E01003913,2000
E01003914,2083
E01003915,1869
E01004050,1580
E01004052,1881
E01004061,1830
E01004062,2412
E01004063,2034
E01004065,1575
E01004066,2168
E01004000,2200
E01004001,1857
E01004019,2471
E01004064,2100
